Land;Gewässer;Station;Abholdatum / Uhrzeit;Messdatum / Uhrzeit;Durchfluss;Einheit Durchfluss;Pegel;Einheit Pegel;Temperatur;Einheit Temperatur;PH-Wert;Einheit PH-Wert;PH-Gehalt stromaufwärts;Einheit PH-Wert;Kalkgehalt;Einheit Kalkgehalt;Silikatgehalt;Einheit Silikatgehalt
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:25:08;16.08.21 19:08:04;23.9;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:25:08;16.08.21 19:24:00;8.1;m³/s;;;;;6.16;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:30:04;16.08.21 19:28:59;50.1;m³/s;205.9;cm;17.5;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:30:04;16.08.21 19:29:43;46.9;m³/s;;;15.3;°C;6.18;pH;6.12;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:30:04;16.08.21 19:28:03;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:30:04;16.08.21 19:29:00;8.3;m³/s;;;;;6.16;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:35:03;16.08.21 19:33:59;50.1;m³/s;205.9;cm;17.5;°C;6.57;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:35:03;16.08.21 19:34:44;46.9;m³/s;;;15.4;°C;6.2;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:35:03;16.08.21 19:28:03;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:35:03;16.08.21 19:34:00;8.2;m³/s;;;;;6.16;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:40:03;16.08.21 19:38:58;49.9;m³/s;205.4;cm;17.5;°C;6.48;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:40:03;16.08.21 19:39:44;46.9;m³/s;;;15.4;°C;6.2;pH;6.09;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:40:03;16.08.21 19:28:03;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:40:03;16.08.21 19:38:58;8.2;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:45:03;16.08.21 19:44:00;49.9;m³/s;205.4;cm;17.5;°C;6.57;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:45:03;16.08.21 19:44:43;46.9;m³/s;;;15.4;°C;6.2;pH;6.11;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:45:03;16.08.21 19:28:04;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:45:03;16.08.21 19:43:58;8.2;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:50:03;16.08.21 19:48:59;50.1;m³/s;205.9;cm;17.5;°C;6.45;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:50:03;16.08.21 19:49:43;46.9;m³/s;;;15.4;°C;6.19;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:50:03;16.08.21 19:48:04;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:50:03;16.08.21 19:48:58;8.3;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:55:03;16.08.21 19:54:00;49.9;m³/s;205.4;cm;17.5;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:55:03;16.08.21 19:54:43;46.5;m³/s;;;15.4;°C;6.2;pH;6.12;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:55:03;16.08.21 19:48:05;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:55:03;16.08.21 19:53:58;8.3;m³/s;;;;;6.16;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:00:04;16.08.21 19:58:59;49.9;m³/s;205.4;cm;17.5;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:00:04;16.08.21 19:59:44;46.5;m³/s;;;15.3;°C;6.22;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:00:04;16.08.21 19:48:04;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:00:04;16.08.21 19:58:58;8.3;m³/s;;;;;6.16;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:05:03;16.08.21 20:04:00;50.1;m³/s;205.9;cm;17.5;°C;6.42;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:05:03;16.08.21 20:04:44;46.0;m³/s;;;15.4;°C;6.2;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:05:03;16.08.21 19:48:05;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:05:03;16.08.21 20:04:58;8.2;m³/s;;;;;6.16;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:10:05;16.08.21 20:09:59;50.1;m³/s;205.9;cm;17.5;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:10:05;16.08.21 20:09:43;46.0;m³/s;;;15.3;°C;6.21;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:10:05;16.08.21 20:08:04;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:10:05;16.08.21 20:09:58;8.3;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:15:03;16.08.21 20:13:58;50.1;m³/s;205.9;cm;17.5;°C;6.53;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:15:03;16.08.21 20:13:43;46.0;m³/s;;;15.4;°C;6.2;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:15:03;16.08.21 20:08:04;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:15:03;16.08.21 20:13:58;8.0;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:20:03;16.08.21 20:18:59;50.1;m³/s;205.9;cm;17.5;°C;6.41;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:20:03;16.08.21 20:18:43;46.0;m³/s;;;15.4;°C;6.19;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:20:03;16.08.21 20:08:04;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:20:03;16.08.21 20:18:58;8.0;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:25:03;16.08.21 20:24:00;50.1;m³/s;205.9;cm;17.5;°C;6.39;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:25:03;16.08.21 20:23:44;46.0;m³/s;;;15.4;°C;6.22;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:25:03;16.08.21 20:08:05;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:25:03;16.08.21 20:23:58;8.0;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:30:09;16.08.21 20:29:00;50.3;m³/s;206.3;cm;17.5;°C;6.49;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:30:09;16.08.21 20:28:44;46.0;m³/s;;;15.4;°C;6.2;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:30:09;16.08.21 20:28:06;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:30:09;16.08.21 20:28:58;8.0;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:35:06;16.08.21 20:34:00;50.3;m³/s;206.3;cm;17.5;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:35:06;16.08.21 20:33:44;45.5;m³/s;;;15.3;°C;6.18;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:35:06;16.08.21 20:28:06;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:35:06;16.08.21 20:33:57;8.0;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:40:07;16.08.21 20:38:58;50.3;m³/s;206.3;cm;17.5;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:40:07;16.08.21 20:38:43;45.5;m³/s;;;15.4;°C;6.2;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:40:07;16.08.21 20:28:05;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:40:07;16.08.21 20:38:58;7.9;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:45:06;16.08.21 20:43:59;50.3;m³/s;206.3;cm;17.5;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:45:06;16.08.21 20:43:43;45.5;m³/s;;;15.3;°C;6.19;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:45:06;16.08.21 20:28:05;23.5;m³/s;;;;;;;5.82;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:45:06;16.08.21 20:43:58;8.1;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:50:06;16.08.21 20:48:59;50.3;m³/s;206.3;cm;17.5;°C;6.52;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:50:06;16.08.21 20:49:14;45.5;m³/s;;;15.4;°C;6.2;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:50:06;16.08.21 20:48:06;23.1;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:50:06;16.08.21 20:48:57;8.0;m³/s;;;;;6.15;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 20:55:09;16.08.21 20:54:00;50.5;m³/s;206.7;cm;17.4;°C;6.57;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 20:55:09;16.08.21 20:54:14;45.5;m³/s;;;15.4;°C;6.18;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 20:55:09;16.08.21 20:48:07;23.1;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 20:55:09;16.08.21 20:53:58;7.9;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:00:17;16.08.21 20:59:00;50.5;m³/s;206.7;cm;17.4;°C;6.54;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:00:17;16.08.21 20:59:14;45.5;m³/s;;;15.4;°C;6.18;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:00:17;16.08.21 20:48:07;23.1;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:00:17;16.08.21 20:58:59;8.0;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:05:06;16.08.21 21:04:01;50.5;m³/s;206.7;cm;17.4;°C;6.54;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:05:06;16.08.21 21:04:13;45.5;m³/s;;;15.4;°C;6.17;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:05:06;16.08.21 20:48:07;23.1;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:05:06;16.08.21 21:03:58;8.0;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:10:13;16.08.21 21:08:59;50.5;m³/s;206.7;cm;17.4;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:10:13;16.08.21 21:09:13;45.5;m³/s;;;15.4;°C;6.2;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:10:13;16.08.21 21:08:06;23.5;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:10:13;16.08.21 21:08:58;8.0;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:15:05;16.08.21 21:14:00;50.5;m³/s;206.7;cm;17.4;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:15:05;16.08.21 21:14:13;45.5;m³/s;;;15.4;°C;6.21;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:15:05;16.08.21 21:08:07;23.5;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:15:05;16.08.21 21:13:58;8.2;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:20:07;16.08.21 21:19:00;50.7;m³/s;207.2;cm;17.4;°C;6.47;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:20:07;16.08.21 21:19:14;45.5;m³/s;;;15.4;°C;6.2;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:20:07;16.08.21 21:08:07;23.5;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:20:07;16.08.21 21:18:58;8.0;m³/s;;;;;6.14;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:25:07;16.08.21 21:23:58;50.7;m³/s;207.2;cm;17.4;°C;6.47;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:25:07;16.08.21 21:24:14;45.5;m³/s;;;15.4;°C;6.18;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:25:07;16.08.21 21:08:06;23.5;m³/s;;;;;;;5.81;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:25:07;16.08.21 21:23:58;8.1;m³/s;;;;;6.12;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:30:09;16.08.21 21:29:00;50.7;m³/s;207.2;cm;17.4;°C;6.55;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:30:09;16.08.21 21:29:13;45.5;m³/s;;;15.4;°C;6.18;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:30:09;16.08.21 21:28:08;23.5;m³/s;;;;;;;5.82;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:30:09;16.08.21 21:28:58;8.2;m³/s;;;;;6.12;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:35:08;16.08.21 21:34:00;50.8;m³/s;207.6;cm;17.4;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:35:08;16.08.21 21:34:13;45.5;m³/s;;;15.4;°C;6.18;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:35:08;16.08.21 21:28:08;23.5;m³/s;;;;;;;5.82;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:35:08;16.08.21 21:33:59;8.0;m³/s;;;;;6.12;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:40:10;16.08.21 21:39:00;50.8;m³/s;207.6;cm;17.4;°C;6.45;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:40:10;16.08.21 21:39:13;45.5;m³/s;;;15.4;°C;6.18;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:40:10;16.08.21 21:28:08;23.5;m³/s;;;;;;;5.82;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:40:10;16.08.21 21:38:57;8.1;m³/s;;;;;6.12;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:45:07;16.08.21 21:43:59;50.8;m³/s;207.6;cm;17.4;°C;6.53;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:45:07;16.08.21 21:44:13;45.5;m³/s;;;15.4;°C;6.18;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:45:07;16.08.21 21:28:07;23.5;m³/s;;;;;;;5.82;pH;49.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:45:07;16.08.21 21:43:58;8.0;m³/s;;;;;6.1;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:50:06;16.08.21 21:48:59;50.7;m³/s;207.2;cm;17.4;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:50:06;16.08.21 21:49:14;45.1;m³/s;;;15.4;°C;6.17;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:50:06;16.08.21 21:48:09;23.5;m³/s;;;;;;;5.81;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:50:06;16.08.21 21:48:57;8.1;m³/s;;;;;6.1;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 21:55:07;16.08.21 21:54:00;50.8;m³/s;207.6;cm;17.4;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 21:55:07;16.08.21 21:54:13;45.1;m³/s;;;15.4;°C;6.17;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 21:55:07;16.08.21 21:48:09;23.5;m³/s;;;;;;;5.81;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 21:55:07;16.08.21 21:53:58;8.0;m³/s;;;;;6.11;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:00:12;16.08.21 21:58:58;50.8;m³/s;207.6;cm;17.4;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:00:12;16.08.21 21:59:13;45.1;m³/s;;;15.4;°C;6.18;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:00:12;16.08.21 21:48:08;23.5;m³/s;;;;;;;5.81;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 22:00:12;16.08.21 21:58:59;8.0;m³/s;;;;;6.11;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:05:08;16.08.21 22:03:59;50.8;m³/s;207.6;cm;17.4;°C;6.53;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:05:08;16.08.21 22:04:13;45.1;m³/s;;;15.4;°C;6.19;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:05:08;16.08.21 21:48:09;23.5;m³/s;;;;;;;5.81;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 22:05:08;16.08.21 22:03:58;8.1;m³/s;;;;;6.11;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:10:08;16.08.21 22:08:59;50.8;m³/s;207.6;cm;17.4;°C;6.54;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:10:08;16.08.21 22:09:43;45.1;m³/s;;;15.4;°C;6.16;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:10:08;16.08.21 22:08:08;23.5;m³/s;;;;;;;5.8;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 22:10:08;16.08.21 22:08:58;8.0;m³/s;;;;;6.11;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:15:07;16.08.21 22:13:59;50.8;m³/s;207.6;cm;17.3;°C;6.51;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:15:07;16.08.21 22:14:44;45.1;m³/s;;;15.4;°C;6.17;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:15:07;16.08.21 22:08:09;23.5;m³/s;;;;;;;5.8;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 22:15:07;16.08.21 22:13:58;8.0;m³/s;;;;;6.11;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:20:08;16.08.21 22:18:59;50.8;m³/s;207.6;cm;17.3;°C;6.49;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:20:08;16.08.21 22:19:44;44.6;m³/s;;;15.4;°C;6.17;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:20:08;16.08.21 22:08:09;23.5;m³/s;;;;;;;5.8;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 22:20:08;16.08.21 22:18:59;8.0;m³/s;;;;;6.11;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:25:07;16.08.21 22:24:01;50.8;m³/s;207.6;cm;17.3;°C;6.6;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:25:07;16.08.21 22:24:43;44.6;m³/s;;;15.4;°C;6.17;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:25:07;16.08.21 22:08:10;23.5;m³/s;;;;;;;5.8;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 22:25:07;16.08.21 22:23:58;7.9;m³/s;;;;;6.12;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:30:07;16.08.21 22:29:00;50.8;m³/s;207.6;cm;17.3;°C;6.52;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:30:07;16.08.21 22:29:43;44.1;m³/s;;;15.4;°C;6.15;pH;6.09;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:30:07;16.08.21 22:28:11;23.5;m³/s;;;;;;;5.81;pH;49.4;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 22:30:07;16.08.21 22:28:58;8.0;m³/s;;;;;6.12;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 22:35:07;16.08.21 22:33:59;51.0;m³/s;208.0;cm;17.3;°C;6.56;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 22:35:07;16.08.21 22:34:43;44.6;m³/s;;;15.4;°C;6.18;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 22:35:07;16.08.21 22:28:11;23.5;m³/s;;;;;;;5.81;pH;49.4;tonn;;
