Land;Gewässer;Station;Abholdatum / Uhrzeit;Messdatum / Uhrzeit;Durchfluss;Einheit Durchfluss;Pegel;Einheit Pegel;Temperatur;Einheit Temperatur;PH-Wert;Einheit PH-Wert;PH-Gehalt stromaufwärts;Einheit PH-Wert;Kalkgehalt;Einheit Kalkgehalt;Silikatgehalt;Einheit Silikatgehalt
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:15:07;16.08.21 16:14:13;48.8;m³/s;;;15.3;°C;6.19;pH;6.11;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:15:07;16.08.21 16:11:16;29.9;m³/s;;;;;;;5.83;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:15:07;16.08.21 16:14:01;8.6;m³/s;;;;;6.22;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:20:08;16.08.21 16:19:00;47.8;m³/s;200.3;cm;17.2;°C;6.38;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:20:08;16.08.21 16:19:13;48.8;m³/s;;;15.4;°C;6.19;pH;6.09;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:20:08;16.08.21 16:11:17;29.9;m³/s;;;;;;;5.83;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:20:08;16.08.21 16:19:00;8.6;m³/s;;;;;6.22;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:25:05;16.08.21 16:23:58;47.8;m³/s;200.3;cm;17.2;°C;6.53;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:25:05;16.08.21 16:24:14;48.8;m³/s;;;15.4;°C;6.19;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:25:05;16.08.21 16:11:15;29.9;m³/s;;;;;;;5.83;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:25:05;16.08.21 16:23:59;8.7;m³/s;;;;;6.24;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:30:03;16.08.21 16:28:59;47.8;m³/s;200.3;cm;17.2;°C;6.38;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:30:03;16.08.21 16:29:44;48.8;m³/s;;;15.4;°C;6.17;pH;6.1;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:30:03;16.08.21 16:11:16;29.9;m³/s;;;;;;;5.83;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:30:03;16.08.21 16:28:59;8.7;m³/s;;;;;6.24;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:35:04;16.08.21 16:33:59;48.0;m³/s;200.7;cm;17.2;°C;6.45;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:35:04;16.08.21 16:34:43;48.8;m³/s;;;15.4;°C;6.17;pH;6.12;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:35:04;16.08.21 16:33:00;29.5;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:35:04;16.08.21 16:34:01;8.6;m³/s;;;;;6.24;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:40:03;16.08.21 16:39:00;48.4;m³/s;201.6;cm;17.2;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:40:03;16.08.21 16:39:43;48.8;m³/s;;;15.3;°C;6.2;pH;6.09;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:40:03;16.08.21 16:33:01;29.5;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:40:03;16.08.21 16:39:01;8.5;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:45:04;16.08.21 16:43:59;48.4;m³/s;201.6;cm;17.2;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:45:04;16.08.21 16:44:43;48.8;m³/s;;;15.3;°C;6.18;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:45:04;16.08.21 16:33:00;29.5;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:45:04;16.08.21 16:44:00;8.5;m³/s;;;;;6.21;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:50:07;16.08.21 16:49:00;48.2;m³/s;201.1;cm;17.3;°C;6.41;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:50:07;16.08.21 16:49:44;48.3;m³/s;;;15.3;°C;6.2;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:50:07;16.08.21 16:33:01;29.5;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:50:07;16.08.21 16:49:01;8.5;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 16:55:07;16.08.21 16:53:59;48.4;m³/s;201.6;cm;17.3;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 16:55:07;16.08.21 16:54:44;48.3;m³/s;;;15.4;°C;6.2;pH;6.09;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 16:55:07;16.08.21 16:33:00;29.5;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 16:55:07;16.08.21 16:54:00;8.5;m³/s;;;;;6.22;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:00:09;16.08.21 16:58:58;48.4;m³/s;201.6;cm;17.4;°C;6.51;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:00:09;16.08.21 16:59:43;48.3;m³/s;;;15.3;°C;6.2;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:00:09;16.08.21 16:56:17;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:00:09;16.08.21 16:58:59;8.6;m³/s;;;;;6.22;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:05:07;16.08.21 17:03:58;48.7;m³/s;202.4;cm;17.4;°C;6.56;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:05:07;16.08.21 17:04:43;48.3;m³/s;;;15.3;°C;6.19;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:05:07;16.08.21 16:56:17;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:05:07;16.08.21 17:04:00;8.5;m³/s;;;;;6.22;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:10:08;16.08.21 17:08:59;48.5;m³/s;202.0;cm;17.4;°C;6.42;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:10:08;16.08.21 17:09:43;48.3;m³/s;;;15.3;°C;6.2;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:10:08;16.08.21 16:56:18;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:10:08;16.08.21 17:09:00;8.5;m³/s;;;;;6.22;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:15:05;16.08.21 17:14:59;48.5;m³/s;202.0;cm;17.4;°C;6.39;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:15:05;16.08.21 17:14:44;48.3;m³/s;;;15.4;°C;6.16;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:15:05;16.08.21 16:56:18;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:15:05;16.08.21 17:14:00;8.5;m³/s;;;;;6.22;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:20:05;16.08.21 17:20:00;48.5;m³/s;202.0;cm;17.5;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:20:05;16.08.21 17:19:44;48.3;m³/s;;;15.3;°C;6.19;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:20:05;16.08.21 16:56:19;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:20:05;16.08.21 17:20:01;8.4;m³/s;;;;;6.22;pH;6.1;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:25:07;16.08.21 17:24:59;48.7;m³/s;202.4;cm;17.5;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:25:07;16.08.21 17:24:44;48.3;m³/s;;;15.3;°C;6.21;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:25:07;16.08.21 16:56:18;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:25:07;16.08.21 17:25:00;8.4;m³/s;;;;;6.2;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:30:06;16.08.21 17:28:58;48.7;m³/s;202.4;cm;17.5;°C;6.42;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:30:06;16.08.21 17:28:43;48.3;m³/s;;;15.3;°C;6.21;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:30:06;16.08.21 16:56:17;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:30:06;16.08.21 17:28:59;8.5;m³/s;;;;;6.2;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:35:05;16.08.21 17:34:00;48.7;m³/s;202.4;cm;17.5;°C;6.54;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:35:05;16.08.21 17:33:43;48.3;m³/s;;;15.3;°C;6.21;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:35:05;16.08.21 16:56:19;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:35:05;16.08.21 17:34:01;8.3;m³/s;;;;;6.2;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:40:03;16.08.21 17:38:59;48.9;m³/s;202.8;cm;17.5;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:40:03;16.08.21 17:38:44;48.3;m³/s;;;15.3;°C;6.2;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:40:03;16.08.21 16:56:18;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:40:03;16.08.21 17:39:00;8.3;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:45:08;16.08.21 17:44:00;48.9;m³/s;202.8;cm;17.5;°C;6.41;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:45:08;16.08.21 17:43:44;48.3;m³/s;;;15.3;°C;6.19;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:45:08;16.08.21 16:56:19;28.7;m³/s;;;;;;;5.82;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:45:08;16.08.21 17:44:00;8.3;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:50:08;16.08.21 17:48:59;48.9;m³/s;202.8;cm;17.5;°C;6.38;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:50:08;16.08.21 17:48:43;48.3;m³/s;;;15.3;°C;6.18;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:50:08;16.08.21 17:47:58;25.1;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:50:08;16.08.21 17:49:00;8.3;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 17:55:05;16.08.21 17:53:59;48.7;m³/s;202.4;cm;17.5;°C;6.41;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 17:55:05;16.08.21 17:53:43;48.3;m³/s;;;15.3;°C;6.19;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 17:55:05;16.08.21 17:47:58;25.1;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 17:55:05;16.08.21 17:54:00;8.3;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:00:07;16.08.21 17:58:58;48.9;m³/s;202.8;cm;17.5;°C;6.42;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:00:07;16.08.21 17:59:13;48.3;m³/s;;;15.3;°C;6.19;pH;6.12;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:00:07;16.08.21 17:47:57;25.1;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:00:07;16.08.21 17:58:59;8.3;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:05:07;16.08.21 18:04:00;48.9;m³/s;202.8;cm;17.6;°C;6.53;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:05:07;16.08.21 18:04:13;48.3;m³/s;;;15.3;°C;6.21;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:05:07;16.08.21 17:47:59;25.1;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:05:07;16.08.21 18:04:00;8.3;m³/s;;;;;6.21;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:10:06;16.08.21 18:08:59;49.1;m³/s;203.3;cm;17.6;°C;6.59;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:10:06;16.08.21 18:09:14;48.3;m³/s;;;15.3;°C;6.19;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:10:06;16.08.21 18:08:00;24.7;m³/s;;;;;;;5.79;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:10:06;16.08.21 18:09:00;8.2;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:15:05;16.08.21 18:14:00;49.2;m³/s;203.7;cm;17.6;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:15:05;16.08.21 18:14:14;48.3;m³/s;;;15.3;°C;6.2;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:15:05;16.08.21 18:08:01;24.7;m³/s;;;;;;;5.79;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:15:05;16.08.21 18:14:00;8.2;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:20:05;16.08.21 18:18:59;49.4;m³/s;204.1;cm;17.6;°C;6.42;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:20:05;16.08.21 18:19:13;48.3;m³/s;;;15.3;°C;6.11;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:20:05;16.08.21 18:08:00;24.7;m³/s;;;;;;;5.79;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:20:05;16.08.21 18:19:00;8.3;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:25:03;16.08.21 18:23:58;49.4;m³/s;204.1;cm;17.6;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:25:03;16.08.21 18:24:13;48.3;m³/s;;;15.3;°C;6.19;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:25:03;16.08.21 18:08:00;24.7;m³/s;;;;;;;5.79;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:25:03;16.08.21 18:24:00;8.1;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:30:03;16.08.21 18:28:59;49.4;m³/s;204.1;cm;17.6;°C;6.58;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:30:03;16.08.21 18:29:13;48.3;m³/s;;;15.3;°C;6.2;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:30:03;16.08.21 18:28:01;24.3;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:30:03;16.08.21 18:29:00;8.1;m³/s;;;;;6.19;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:35:04;16.08.21 18:34:00;49.4;m³/s;204.1;cm;17.6;°C;6.38;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:35:04;16.08.21 18:34:14;47.9;m³/s;;;15.3;°C;6.21;pH;6.1;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:35:04;16.08.21 18:28:02;24.3;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:35:04;16.08.21 18:34:00;8.3;m³/s;;;;;6.19;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:40:08;16.08.21 18:38:59;49.4;m³/s;204.1;cm;17.6;°C;6.37;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:40:08;16.08.21 18:39:14;47.9;m³/s;;;15.3;°C;6.18;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:40:08;16.08.21 18:28:01;24.3;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:40:08;16.08.21 18:39:00;8.3;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:45:06;16.08.21 18:43:59;49.4;m³/s;204.1;cm;17.5;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:45:06;16.08.21 18:44:14;47.9;m³/s;;;15.3;°C;6.2;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:45:06;16.08.21 18:28:02;24.3;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:45:06;16.08.21 18:44:00;8.3;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:50:05;16.08.21 18:49:00;49.4;m³/s;204.1;cm;17.5;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:50:05;16.08.21 18:49:13;47.9;m³/s;;;15.3;°C;6.16;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:50:05;16.08.21 18:48:02;23.9;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:50:05;16.08.21 18:49:00;8.2;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 18:55:08;16.08.21 18:54:00;49.8;m³/s;205.0;cm;17.5;°C;6.56;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 18:55:08;16.08.21 18:54:13;47.9;m³/s;;;15.3;°C;6.18;pH;6.09;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 18:55:08;16.08.21 18:48:02;23.9;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 18:55:08;16.08.21 18:53:59;8.3;m³/s;;;;;6.19;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:00:11;16.08.21 18:58:59;49.6;m³/s;204.6;cm;17.5;°C;6.51;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:00:11;16.08.21 18:59:13;47.9;m³/s;;;15.3;°C;6.22;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:00:11;16.08.21 18:48:01;23.9;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:00:11;16.08.21 18:59:00;8.3;m³/s;;;;;6.19;pH;6.11;pH;19.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:05:08;16.08.21 19:04:00;49.8;m³/s;205.0;cm;17.5;°C;6.47;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:05:08;16.08.21 19:04:14;47.9;m³/s;;;15.3;°C;6.22;pH;6.11;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:05:08;16.08.21 18:48:02;23.9;m³/s;;;;;;;5.81;pH;49.7;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:05:08;16.08.21 19:04:00;8.3;m³/s;;;;;6.19;pH;6.11;pH;19.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:10:07;16.08.21 19:08:59;49.8;m³/s;205.0;cm;17.5;°C;6.53;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:10:07;16.08.21 19:09:14;47.4;m³/s;;;15.3;°C;6.18;pH;6.11;pH;35.4;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:10:07;16.08.21 19:08:03;23.9;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:10:07;16.08.21 19:08:59;8.2;m³/s;;;;;6.18;pH;6.11;pH;19.7;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:15:10;16.08.21 19:14:00;49.9;m³/s;205.4;cm;17.5;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:15:10;16.08.21 19:14:13;47.4;m³/s;;;15.3;°C;6.2;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:15:10;16.08.21 19:08:04;23.9;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:15:10;16.08.21 19:14:00;8.2;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:20:08;16.08.21 19:18:58;49.9;m³/s;205.4;cm;17.5;°C;6.48;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:20:08;16.08.21 19:19:13;47.4;m³/s;;;15.3;°C;6.21;pH;6.11;pH;35.3;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;16.08.2021 19:20:08;16.08.21 19:08:02;23.9;m³/s;;;;;;;5.81;pH;49.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;16.08.2021 19:20:08;16.08.21 19:19:00;8.2;m³/s;;;;;6.18;pH;6.11;pH;19.6;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;16.08.2021 19:25:08;16.08.21 19:24:00;49.9;m³/s;205.4;cm;17.5;°C;6.52;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;16.08.2021 19:25:08;16.08.21 19:24:13;47.4;m³/s;;;15.3;°C;6.18;pH;6.12;pH;35.3;tonn;;
